Review,Rating,Label
"Dùng thích lắm mọi ngừi ạ, nó thấm nhanh vào da, nâng tone cũng tự nhiên nữa. Mới đầu sẽ thấy bị trắng quá, sau nó tệp vào da, hạ tone xuống khá ổn. Nói chung là nên mua nha mọi ngừi.  Giá cả học sinh sinh viên cũng hợp lí nữa",5,1
"Lọ xanh mình dùng dc hơn 2 tháng. ngon bổ rẻ. da đều màu, nâng tông , sáng mặt",5,1
"sp tốt sp, đóng gói cẫn thận  lúc mình mua được tặng phim thấm dầu rất ok cảm ơn tiki",5,1
"Giao hàng nhanh, giá rẻ hơn bên ngoài. Mua trên Tiki rất yên tâm vì là hàng chính hãng",5,1
"Ưu điểm:  - Bề mặt thoáng mát.  - Hiệu ứng căng bóng khỏe khoắn nhưng không phải nâng tông hồng hào.  - Khá ổn định.  - Giá thành học sinh.  Nhược điểm:  - Kì ra ghét trắng.  - Mùi hơi khá nồng lúc mới bôi lên.  - Da bạn nào siêu nhạy cảm nên cân nhắc thật kỹ  Da mình là da hỗn hợp thiên dầu nhưng không quá yếu nên dùng em này hoàn toàn ổn, dự định dùng lâu dài.",4,1
"giao hàng siêu nhanh luôn, vừa đặt 20h hôm trước sáng hôm sau đã giao rồi, tuyệt vời",4,1
Không hề có quà như quảng cáo,1,0
"Kem chống nắng này xài cực thích nhé. Vừa dưỡng ẩm da lại lên tông màu kiểu glass skin Hàn Quốc. Mình là da dầu và xài em này ko bị mụn dù có hơi bóng dầu vào cuối ngày (mình bô từ sáng sớm). Độ chống nắng cũng tốt nữa, mình ngồi cạnh cửa sổ kính mà ko hề bị cháy nắng hay đen da.",5,1
mình nghĩ mĩ phẩm dù j cũng nên có bọc chống sốc chứ ko nên để mỗi hộp vì chả may hộp bị móp méo thì rất dễ ảnh hưởng đến sp :((,5,1
"Sản phẩm như hình, mua ở chợ là 160k nhưng trên tiki mình mua có giảm voucher luôn. Chỉ còn 120k. Giá hợp lí. Kem thì sức lên mặt thấm nhanh. Mình da đen nhưng không lên tông. Thấy ok. Mấy bạn nên mua nha.",5,1
Sản phẩm dùng rất tốt không gây kích ứng da,5,1
"Nâng tone sáng da, k bết dính",5,1
Kem chống nắng tốt sẽ ủng hộ lần sau,5,1
Tinh chất chống nắng dùng tốt. Mua được giá hời nên mình rất ưng ý. Cảm ơn tiki và nhà bán hàng đã cung cấp sản phẩm ok mà giá thành hợp lý,5,1
"Đã nhận được hàng. Giao hàng siêu tốc, 10h tối mới đặt mà sáng sau nhận được luôn. Dùng thử ok sẽ tiếp tục ủng hôi shop",5,1
"giao hành nhanh, đóng gói cẩn thận. Sản phẩm không bị móp méo hay hư hại, sản phẩm sử dụng tốt mùi thơm.",5,1
"Chất lượng và giá cả phải chăng, có điều cơ địa em tiết khá nhiều mồ hôi và khi đổ mồ hôi thì kem có bị chảy. Tuy nhiên với giá thành trung bình như này thì chất lượng rất ok ạ. Hiệu ứng làm đều màu da ok ạ. Mùi hương dịu nhẹ, thoải mái. Nói chung là ok ạ ^^",4,1
"Mua 2 kcn được tặng một túi xách siêu xịn. Túi rất dày dặn, còn xinh xẻo nữa.  Kcn mình mua tặng mẹ nên chưa mở ra *** được. Nhưng nhìn bao bì rất đẹp, chắc chắn.",5,1
"+ Ngoại hình: xinh xắn đáng yêu, nhỏ hơn mình nghĩ + Màu kem: giống màu vỏ, dễ thương + Bôi lên da không rít không nhờn rất khô thoáng, dùng như không dùng, da mình da hỗn hợp thiên dầu nhưng đến thời điẻm này dùng cảm thấy thích nhất trong các sp đã dùng, trước có dùng anessa nhưng thấy nhờn nhờn ko thích lắm",5,1
khá ổn phù hợp vs giá tiền,4,1
Hàng đảm bảo,5,1
"Chất lượng kem chống nắng của Sunplay thì khỏi bàn rồi, dòng skin aqua này lên tone nhẹ, đúng kiểu ra nắng thì hơi hồng da lên 1 chút thôi nên nhìn rất tự nhiên, da mình thuộc loại nhạy cảm mà dùng ok lắm, ko bị kích ứng gì, ko bị bí da. Giao hàng nhanh thì khỏi bàn rồi, tiki lúc nào cũng ship hàng trước thời hạn, ko bị muộn bao giờ.",5,1
Oki nè,5,1
Quà tặng dễ thương.,5,1
"Sp rẻ sau khi app mã, Tiki gói và giao hàng nhanh còn đc hoàn 16k ở Fin, rất hài lòng",5,1
"Tiki giao nhanh, sản phẩm kem chống nắng được tặng kèm giây thấm dầu như hình. Hàng chính hãng",5,1
Dùng được,4,1
Thấy review tốt nên mua thử xem sao,4,1
Sản phẩm ok.,5,1
"xài rất thích luôn, khi thoa kem bật lên 1 tông và chống nắng khá hiệu quả. Mình có công chuyện phải ra đường nắng noi mất hơn 2 tiếng nhưng lại không bị cháy nắng nhiều. Không có mất công dưỡng trắng lại.",5,1
"Kem chống nắng dùng không bí bít da, mình có sử dụng trong khi trang điểm vẫn rất ổn. Nói chung là rất tốt. Giao hàng nhanh. Shipper siêu nhiệt tình.",5,1
"Sau khi cầm trên tay em í thì mình có vài nhận xét về lần đầu tiên gặp ẻm: - Hình dạng: sản phẩm có màu sắc khá dễ thương, bắt mắt. - Mùi hương: khá dễ chịu, - Cảm nhận: chất kem dạng tinh chất mỏng nhẹ dễ apply lên mặt, thẩm thấu nhanh vào da không gây bết rít. Mình cảm nhận da không bị bí, mà da lúc nào cũng được giữ ẩm và trắng sáng hơn. Mình dùng làm kem lót trang điểm luôn, có mấy hôm không kịp make up thì mình chỉ đánh nhẹ lớp kem chống nắng với tí son là tươi ngay. Kem chống nắng này nâng tone nhẹ nhìn rất tự nhiên chứ không bị trắng bệt như những loại trước mình dùng nên mình rất ưng em này. - Giá thành: giá rẻ hơn so với chất lượng. - Tiki giao hàng nhanh, đóng gói sản phẩm đẹp Túm lại, mình rất ưng ý em này. Mua để đi du lịch, ra đường oánh thêm tí son nữa thôi khỏi make up nhìu mà da vẫn xinh lung linh. 5 sao",5,1
"Vote 5 sao. Mình mua về dùng thử thấy cũng khá ok. Sau các bước dưỡng da nhẹ nhàng vào buổi sáng, mình lấy một lượng kem apply lên da khá dễ không bị bệch trắng, thấm thấu khá nhanh không gây nặng mặt, có mùi thơm nhẹ nhẹ rất dễ chịu Thiết kế bao bì rất đẹp và sang chảnh.Mang theo du lịch cũng khá gọn nhẹ, nắp vặn khá chắc.",5,1
"Túi trông như bị ăn mày, giao hàng chậm hơn dự kiến 2 ngày nhưng vì dịch giã, hàng chuẩn hãng vẫn để 5 sao",5,1
"mua lần hai, hiệu chỉnh da không đều màu khá ổn. lớp finish khô thoáng, nhẹ mặt, kiềm dầu ổn trên da hỗn hợp thiên khô như mình,  không quá khô",5,1
"Mình đánh giá sơ về bao bì, với thiết kế vỏ chuyển màu xanh hồng tím rất đẹp, tuýp nhựa, dạng tuýp dốc ngược kiểm soát được lượng kem lấy ra. Khi lấy kem mình hơi ngạc nhiên vì chất kem màu hồng tím nhẹ, không phải dạng kem trắng như đa số kem chống nắng thông thường. Khi thoa lên mặt tiệp vào da và ráo mặt. Mình khá hài lòng.",5,1
"TIKI áp dụng trên 250k thì được freeship nên mới mình mua thêm sản phẩm để đủ số tiền , Sau khi mua xong bị chia thành 3 đơn mà mỗi đơn về đều mất thêm tiền ship , lúc trước tiki có thế đâu, mà nếu tính ship ghi luôn vào đơn đi , ghi quà tặng 0đ mà về lại mất tiền , chả hiểu",1,0
tạm ổn,5,1
"Đã dùng em này lần hai và cảm giác dùng trên da vẫn rất xuất sắc. Chất kem hơn đặc nhưng rất nhanh thấm, có độ che phủ nhẹ lên da . Bạn nào da dầu thì nên dùng em dạng sữa để nhà thấm hơn. Điểm mạnh nhất của em này là giúp dưỡng ẩm cho da và tác dụng chống nắng tốt",5,1
"sản phẩm dùng rất ổn áp, tone up lên màu nhẹ, rất thích. Thêm nữa Tiki giao hàng siêu siêu nhanh và freeship giao tikinow luôn. Mình sẽ tiếp tục ủng hộ",5,1
Có nâng tông một chút,5,1
"Giao hàng nhanh, gói cẩn thận. Hạn sử dụng tận 8/2023. Mùi nhẹ, k bết rít, cảm giác dễ chịu",4,1
xài rất ngon trong tầm giá chất lượng không thua mấy cái 600k 800k,5,1
"Đã nhận hàng khá là ưng . Loại ưng nhất từ trước đến giờ khi dùng nh loại kem chống nắng. Chất kem tán đều như sữa không như những loại khác cứ bị lộ vân kem k thoa đều đc, điểm này m rất ưng . Thẩm thấu nhanh và mịn k bết dính lại càng ưng nữa . Mùi dễ chịu rất là ok .",5,1
5* cho cả Tiki và Skin Aqua nha! - Giao hàng cực nhanh. Mình đặt tối CN là chiều T2 đã giao hàng rồi. - Chỉ có 1 tuýp kem hoy. Nhưng vẫn đóng hàng full box đàng hoàng chắc chắn nha. - Vào nhân vậy chính: Skin Aqua. Mình mua chai này là chai thứ 2 rồi. (Vì khoe nhỏ bạn xài thử rồi nó cuổn luôn) Nên chất lượng là khỏi bàn nha. Dành cho da nhạy cảm nữa nên dùng rất yên tâm. Bao bì màu siu cute. Nhỏ gọn dễ bỏ túi. Chất kem ban đầu tưởng đặc ai ngờ rất dễ tán và thấm nhanh trên da. Mùi siu nhẹ. Ngửi quen là ko thấy mùi gì luôn ớ (cái này mình thích ^^ nhìu kem chống nắng mùi nồng lắm)  Quan trọng là: Giá rất hạt dẻ. Nên mình đã dùng luôn cho tay. hé hé. Rất ưng.,5,1
"Bao bì cute. Chất kem mỏng, màu tím",5,1
Sản phẩm bôi lên không bị kích ứng da như các loại khác. Cũng k nâng đk tông mấy,4,1
"Da mình thuộc loại cực khô luôn ấy. Nên mới đầu thấy có che phũ nhẹ mình cứ lo dùng lên mặt sẽ bi loang lỗ do kem không thấm nhưng bất ngờ là kem thấm nhanh. Mịn màng lắm, vì là hang của Rohto nên mình mới liều nhưng kết quả khiến mình k thất vọng. Chắc sẽ đặt thêm dùng dần",5,1
"tập hợp đủ ba yếu tố “ngon-bổ-rẻ” các sản phẩm của Rohto luôn có giá thành tầm trung nhưng chất lượng lại vượt trội. Chỉ số chống hoàn hảo thích hợp cho các hoạt động ngoài trời. Dạng sữa không gây bết rít, nhờn da, không gây kích ứng da. Còn có độ che phũ nhẹ giúp da tươi tắn hơn. Kiềm dầu tốt. Mùi thơm dịu nhẹ.",5,1
"đặt mua ngày 6/2  vì thấy ngày dự kiến giao là mùng 10/2, đến khi mở lại app thì lại báo 13/2 giáo trong khi ngày đó tôi đi du lịch. Gọi cho *** thì lại báo là chỉ giao đúng ngày đó, what??? rồi mãi đến hôm nay 17/2 mở lại app lại báo là hôm này giao? Tôi muốn trả lại hàng",1,0
"Lần đầu dùng kem chống nắng Skin Aqua, nên review nhẹ theo cảm nhận: Sau khi thoa vào da da trắng hơn 1 tông, cảm giác nhẹ nhàng thẩm thấu nhanh, không khiến da khó chịu. Đi nắng thì ổn nhờ hoạt chất chống nắng tốt, khá thích sản phẩm này. Vẫn còn khuyến mãi nên vừa đặt thêm 1 chai tặng chị gái xong",5,1
"giao hàng đúng hẹn, là hàng chính hãng, sp này khi sử dụng không nhờn rít, có nâng tone nhưng tiệp vào da chứ không bị trắng quá, không có cồn, mùi rất nhẹ, ngửi kĩ mới thấy mùi nhưng 1 lát là bay hết, cá nhân mình rất thích sử dụng loại này",5,1
"mình ngại nhất là đổi kem chống nắng vì da mình rất nhạy cảm, nhưng sau 3 ngày *** thử em này mình thấy ổn lắm. kem có độ che phũ nhẹ nên có thể bỏ qua kem lót. mình đi cả ngày trời nên có dặm thêm 1-2 lần nhưng đến cuối ngày mặt vẫn khoogn bị nặng nề kiểu bí lỗ chân lông lại còn ít đổ dầu nữa",5,1
"Mới dùng nên ko chắc hiệu quả như các kcn trước mình dùng ko. Nhưng thích tiki bởi nhiệt tình, giao hàng 2h cực nhanh",5,1
Mùi thơm dễ chịu,5,1
San phẩm chính hãng giao hàng nhanh áp mã bvaof rẻ hơn bên ngoài tuyệt vời,4,1
Chất kem đẹp thấm nhanh,5,1
"Mk đã nhận dc hàng, giao hàng khá nhanh ! Chất lượng sp chờ sử dụng nha nha",4,1
Treo đầu dê bán thịt ***. Lúc mua thì có hàng tặng kèm. Thực tế thì không.,1,0
"Mình luôn dùng kem chống nắng của skin aqua từ dạng gel, dạng sữa,... nên sản phẩm mới ra mắt là mình gom về dùng thử liền, thật sự rất thích nhưng khi apply lên da mình có cảm giác còn dính dính trên da khá lâu, nâng khoảng 0,5 tone da thôi nhưng làm cho da mình đều màu, bóng khoẻ lắm nên cũng rất ưng. Đặc biệt là đến cuối ngày vẫn thấy trắng mịn da như mới thoa á, mặc dù mình chỉ thoa một lần vào buổi sáng trước khi đi làm thôi, đến chiều về thì *** lại thấy bất ngờ lắm luôn. À mà tiki gói hàng cẩn thận lắm nha. Sẽ mua lại",5,1
"giao hàng quá nhanh luôn, siêu thích nha?, hàng đẹp đóng gói kĩ, còn chất lượng sf ntn thì chưa biết, lần đầu mua nên thấy cũng ok, nếu sử dụng thấy hiệu quả thì sẽ ủng hộ shop tiếp.",5,1
"Mới đặt hôm qua mà hôm nay đã có ùi nhanh dã man. Còn về sp thì mới chỉ dám dùng ở tay tại vì mặt vẫn còn nhiều mụn nên chưa dám dùng thì thấy cũng có nâng tone nhưng mà chắc chưa dc 0,5 tone í còn ns chung cũng ok .",4,1
"Đã xài sản phẩm này nhiều lần, chống nắng và nâng tông tốt,  TIKI giao hàng siêu nhanh, chưa đến 2 tiếng đã có hàng",5,1
"Giao hàng đúng mẫu, xài ổn sẽ ủng hộ shop 👍",1,0
"giao hàng nhanh, sản phầm ok",4,1
Ok. Ổn. Sẽ mua lại,5,1
Cũng đc  cũng k khen cũng k chê,5,1
Giao hàng siêu nhanh  Sản phẩm như shop giới thiệu.,5,1
"sản phẩm kém chất lượng, có mùi cồn rất nồng",1,0
Xài ổn áp,4,1
"Ấn tượng đầu tiên là vẻ ngoài xinh xắn, bắt mắt. Lấy một ít thoa lên mặt thấm khá nhanh, không lên tông mấy nhưng cũng có làm đều màu da. Nhìn chung thì khá ưng nhưng check mã vạch lại không ra là sao vậy ạ?",4,1
"rất chuẩn, rất chất lượng các bạn nha. nên mua ( lấy ảnh tạm)",5,1
"sản phẩm rất là ưng  giao hàng nhanh và thân thiện về chất lượng thì mình cũng sẽ chia sẻ để mấy bạn sắp mua an tâm  + sản phẩm nhìn vào rất đẹp bà bắt mắt nhìn thôi cũng đã thích rồi + vừa mới cho ra tay thì kem có mùi thơm thoan thoảng và không nồng  +sức lên cứ tưởng là sẽ trắng như mấy loại kem chống nắng khác nhưng thoa lên ko nết rít ,thấm nhnh mà còn có 1 lớp da bóng mịn nhìn căng đã lắm  +vì ko có cồn nên khi dùng rất dễ chịu",5,1
sản phẩm rất tốt,5,1
"Kem chống nắng này mình đã dùng rất nhiều lần rồi, kem dùng rất tốt so với tầm giá. Thẩm thấu khá nhanh, về độ lên tone hay làm đều màu da cũng khá ổn. Chắc chắn sẽ mua lại",5,1
"sp dễ thẩm thấu , k bị bết ,giao cs nhanh nữa nói chung cx ok",5,1
"Sản phẩm set lên da rất tốt nhưng sau khi bề da khô thoáng thì chà nhẹ sẽ bị vón cục lại nên mọi người cũng lưu ý ha , tiền nào của đấy",5,1
"tạm được, dùng hih cũ",4,1
chưa sử dụng nên không biết mong nó ok khi sử dụng ^^ còn giao hàng thì không gọi mà giao cho người khác nhận làm bị chửi :)),5,1
Tốt Giao hàng nhanh Đóng gói đẹp,5,1
"Mới ra, hình mèo, dễ thương lắm",5,1
"Mùi thơm dịu,  màu hơi tím lục, dễ trôi khi gặp nước, k thấm vào da( nếu muốn phát huy hết tác dụng phải bôi trước khi ra ngoài 15 phút,  nên cũng k ưu việt lắm. Nhưng cũng khá thích hợp vs lứa tuổi hs như mình( giá cả rẻ)",4,1
Giao hàng tuyệt vời,5,1
"Đóng gói như kiểu ai bóc ra, mẹ mình không biết nên lỡ rạch ra  , không bao giờ mua ở tiki nữa",1,0
"nhìn có vẻ ok, chưa thử, còn dc tặng giấy lau mặt nữa, giao hàng nhanh nhất từ trước tới giờ",5,1
Ok,5,1
"mới sử dụng nhưng thích lắm đã vô cùng mềm da,k bị khô da ,tạo cho mình cảm giác rất dễ chịu.",5,1
"Sản phẩm tốt, hình ảnh mang tính chất nhận xu",5,1
"Đính chính là loại này nâng 0,5 tone thôi , nhưng đối với học sinh như mình thì nâng vậy là trông tươi tắn rồi , kem nó không đặc như mình nghĩ , thoa như thoa lotion và cực kì mướt mịn , da mình là da dầu , có mụn nhưng không nhiều và cực kì nhạy cảm ,sử dụng em này vẫn rất ổn và chống nắng cực hiệu quả , thêm cả ra nắng mặt kiểu hơi lấp lánh tí trông lung linh cực:))",5,1
"Da mình thuộc dạng da nhạy cảm, xài rất nhiều loại kem chống nắng của nhiều hãng có cả Mỹ Hàn nhưng đều không hợp, luôn bị ngứa và khô da vậy mà loại này lại không sao, xài rất ưng.",5,1
"Mình dùng e này khá ổn áp. Dùng hàng ngày k bị bí da, tác dụng chống nắng tốt vì mình thấy da mình đỡ sạm hẳn sau khi sử dụng một thời gian. Sử dụng đến cuối buổi thì kem bị xuống một đến hai tông. Giao hàng của Tiki thì mình luôn hài lòng.",5,1
Chưa thik lắm vì mẫu chưa đúng mong đợi,1,0
Giao hàng thiếu cây son,4,1
"nghi vấn hàng nhái, dùng thấy da bết bết đen sạm đi như k dùng gì",2,0
"Giao nhanh, gói hàng đẹp sản phẩm y như hình",5,1
sản phẩm đóng gói chắc chắn. Dùng chống nắng rất thích. Sẽ tiếp tục ủng hộ????,5,1
xài rất thích,5,1
Mình sẽ mua lai kem chong nang lên tông rat dep .chat luong tot,5,1
G,5,1
"sản phẩm ok. Tiki giao hàng siêu lâu. Nhân viên cskh trả lời chung chung, nói suông chứ ko hỗ trợ tận tình.",4,1
"dễ bong, chạm nước là đi hết. mùi dễ chịu, không quá nâng tông nên dùng thật trân",4,1
"hình ảnh mang tính chất nhận xu. mh dùng srm này đã lâu, sp tốt, tiki giao hàng nhanh. sẽ ủng hộ dài.",5,1
chưa dùng thử lên chừa đánh giá đc. nhưng vẫn tặng shop 5*****. giao hàng nhanh.,5,1
"Dùng ổn, mình sợ hàng nhái nhưng không nhé mọi người, y như mua ở hasaki nhé mọi người",5,1
mới sử dụng chưa bt hiệu quả như thế nào sức lên thì kem thấm nhanh ko gây khó chịu hay bết rính mùi thơm nhẹ,5,1
Tốt,5,1
"sp như hình, tốt hay ko thì cần phải dùng 1 thời gian.Tạm thời cho 5*",5,1
"10 điểm. thấm nhanh, chất gel mịn, dễ tán. khả năng nâng tông nhẹ và làm đều màu da",5,1
hìn ảnh mang tính chất nhận xu nhưng quan trọngkem chống nắng mãi đỉnh,5,1
"Lúc mình đặt là qua tikinow, đúng là giao trong vòng 2 tiếng thậttt? tới siêu nhanh. Sản phẩm thích hợp cho da dầu. nâng tone da nhẹ nhàng chứ không trắng bệt như những loại mình từng dùng. Phù hợp với những bạn thích làn da sáng, đều màu tự nhiên nhưng không cần makeup nhiều. Đặc biệt là mình dùng không bị bí da hay lên mụn ẩn? Siêu thích luôn. Khả năng kiềm dầu 3.5/5 . nâng tone 5/5 . sẽ bị xuống tone từ 3-4 tiếng. mau thấm vào da tuy dạng Essence nhưng không làm da bị rít.   Nếu các bạn để ý thì khi đã sài kem chống nắng mà còn đeo khẩu trang, lúc tháo ra mặt sẽ bị đỏ hoặc để lại dấu, nhưng kem chống nắng này siêu thích, sau khi mình đi nắng về cởi khẩu trang ra mặt vẫn như mới bôi kem chống nắng vậy, không bị đỏ,..v..v  Nói chung em này quá xuất sắc 10/10",5,1
Đầu tiên là giá khá tốt texture gel cream thấm nhanh tone up nature but it nhẹ nhàng hà mấy má apply xong thấy đẹp xong vài tiếng sau nó tệp vào da luôn:) không được nguyên ngày đâu( cái này chắc tại tui đi ngoài trời cả ngày ) tẩy trang rồi apply lại  có hương liệu nha-> hương lavender  có cồn nhưng là polyvinyl dạng này để cải thiện texture sp nên chắc ổn màu tím lịm tìm sim  khoái nhất là packaging siu cute vì lý do này mới mua con này ?  mấy má thấy sao  tui thì tui thấy ổn phết chứ ấy,4,1
"Sản phẩm chất lượng rất kém, từng dùng rất nhiều loại nhưng đây là loại tệ nhất mà mình từng thấy.  Sau khi bôi kem chống nắng, để tầm 15' mình mới dùng cushion phủ lên ( vì dễ bị cakey nên phải để lâu), nhưng sau khi phủ cushion rồi, lớp kem chống nắng bị vón cục hết lại và bị kéo đi rất nhiều,mình cũng không hiểu sao lại vậy. Nói chung đây là lần đầu tiên và là lần cuối cùng mình dùng kem chống này.",1,0
"Dùng gần hết rồi mới đánh giá để nhận xu đây ạ. Kem mịn, thẩm thấu nhanh, không nhờn rít Hài lòng",5,1
Đúng sp,5,1
"Sản phẩm sử dụng rất thích, mình sử dụng thấy hạp da dù giá khá mềm. Sẽ ủng hộ lần sau",5,1
sản phẩm dùng khá tốt,4,1
"Sản phẩm tốt, giao hàng nhanh, đóng gói cẩn thận",5,1
"đóng gói cẩn thận, chất lượng tốt",4,1
"nghe mọi người khen quá mình mua dùng thử. Thấy rất thích. Sản phẩm không bị nhờn, không bị trắng. thấm huat rất nhanh. Từ nay sẽ đổi sang hiệu này dùng, vừa rẽ vừa chất lượng",5,1
"Dạo này thời tiết nắng quá nên mình cũng tìm loại kem chống nắng nào phù hợp để xài, được con bạn trong công ty cho dùng thử loại này rồi lên tiki đặt hàng luôn. Nâng tone da nhưng ko quá trắng. Mùi hương dễ chịu, ko đậm mùi hoá chất như nhiều loại. tuýp cũng lớn chứ ko nhỏ. nói chung rất là hài lòng",5,1
Hàng chính hãng nha sẽ ủng hộ tiki vào đợt tới,5,1
"số rất ok, sử dụng tốt, kiềm dầu, nâng tông, đã trắng tự nhiên không trắng bệch, ko có cảm giác bóng dầu, nói chung hài lòng về sản phẩm",5,1
"bề ngoài hết sức ngọt ngào và bắt mắt ghê hồn! Mùi hương em này cũng khá dịu nhẹ, không quá gắt và hết nhanh sau khi sử dụng nên các cô nàng dị ứng mùi hương cũng vô tư luôn nha! em ấy có chứa hiệu ứng ngọc trai nên nâng tone và làm da mình bắt sáng và cực bắt đèn nên từ khi sử dụng em này đi làm mình cứ được khen da đẹp suốt!",5,1
"Trước giò ít dùng kem chống nắng vì da mình là da dầu nên hay bị mụn và hơi thâm, nên rất sợ dùng kem chống nắng vì dễ nỗi mụn. Mình loại kem mỏng và nhẹ sử dụng hàng ngày thì loại này khá ok, còn có thể che khuyết điểm nhẹ, mùi thơm dịu không hắc như nhiều loại khác, hàng bán chạy tại Nhật nên cũng khá yên tâm về chất lượng.""",5,1
"Mới đặt mua thêm 1 chai nữa cho con bạn, phải nói là cực thích kem chống nắng này, chất lượng chống nắng thì miễn bàn mà còn mềm mịn, che được khuyết điểm và nâng lên thêm 1 tông da. Nhiều khi đi làm chẳng trang điểm đâu, chỉ đánh 1 lớp kem chống nắng mỏng và son cái môi thôi là đủ đẹp.",5,1
"Mua em này được mấy hôm rồi mới đầu thì chỉ tính mua dùng thử coi sao tại da mình dở quá nên cũng không tin tưởng lắm, nhưng mà từ hôm xài đến giờ thì lại mê tít luôn. Thoa một lớp mỏng nhưng xài được cả ngày, da trắng hơn mà không lố. Chất kem mịn thoa lên là thấm vào da ngay luôn không làm mình khó chịu, nói chung là ưng em này lắm luôn.",5,1
"Rất hài lòng, shipper thân thiện nhẹ nhàng. Hàng ổn bé hơn mình nghĩ nhưng k sao",5,1
"Nâng tone nhẹ, mỏng. Nhưng mà hơi bóng lên. Mượt lắm",5,1
"Mình vừa sử dụng được kcn này khoảng một tuần, và phải quay lại Tiki để viết nhận xét cho sản phẩm này. 1. Là sp do bên Tiki Trading cũng cấp nên mình tin là hàng chính hãng. 2. Vỏ ngoài sp rất xinh, cầm không chắc tay lắm nhưng mình nghĩ màu sắc bên ngoài sẽ bù trừ được cho khuyết điểm này. 3. Mình sd rất nhiều loại kcn rồi, và độ thẩm thấu của em này phải nói là trên cả tuyệt vời   ?? 4. Kem có màu lavender pastel, và cũng có chút mùi hương lavender. 5. Với giá 140k cho 50ml kcn thì là giá tầm trung với một đứa sv như mình. Và theo mình thấy thì kcn sẽ đỡ hao hơn chống nắng dạng sữa hay xịt    Kem chống nắng không phải kem chống đen nên mn nhớ dù có sd kcn rồi thì vẫn phải che chắn khi ra nắng nha ♥️",5,1
"Có nâng tông một cách tự nhiên, chống nắng hay không thì chưa rõ, sẽ đánh giá sau nếu nhớ :)",5,1
Rất tốt,5,1
Sp dùng ổn nhưng rate 1 sao vì shipper quá khó chịu kì kèo 600đ trong khi đơn hơn 300(lấy thêm của mình 4k vì lí do ko có tiền lẻ),1,0
nâng tông da nhưng có vẻ hơi giống bôi phần nên đánh giá 4 sao th,4,1
mình sử dụng sản phẩm kem chống này thấy êm lắm khô thoáng có nâng tông làm sáng da 1xíu thấy thích hơn mấy kem chống nắng hàn quốc,4,1
"Chai bé bé xinh xinh, cầm vừa vặn trong tay mà còn đẹp nữa chứ. Chất kem đặc hơn mình nghĩ, chỉ cần có một chút và tán ra đều là ok. Có mùi thơm nhẹ nhẹ, mau thấm khủng khiếp mình ưng cực tại mình rất sợ nhớt nhớt. Cảm ơn Tiki giao hàng rất đúng hẹn nha, khi anh shipper gọi mình không có nhà, nhờ anh ý 1 tiếng sau quay lại. Chời ơi thế là đúng 1 tiếng sau ảnh tới luôn. Làm ăn lẹ làng ưng ý hết sức.",5,1
"Sp xài khá ổn, không bị khô da. Giá tốt, Tiki giao hàng siêu nhanh, cảm ơn Tiki nhiều nhé ❤❤❤",5,1
"giao hàng nhanh.  shop đóng gói kĩ,  còn chất lượng để sd hết rồi mới quay lại đánh giá nhá",5,1
"Mình mua thử lần đầu mà dùng rất ok, tuýp to dùng lâu và không bị rít bị nhờn hay dị ứng. Mình da hỗn hợp nhưng dễ nhạy cảm nên mình chỉ dùng kem chống nắng hàn quốc là nhiều nhưng kem CN này dùng rất ok ạ",5,1
"nâng tông, k bị kích ứng da",5,1
Dùng thích luôn,5,1
"Ok , đóng gói đẹp, sản phẩm ok",5,1
"Bao bì bao sang, chất kem màu tím nhạt đặc biệt so với các dòng kem chống nắng mình đã dùng qua. Sau khi thoa kem lên mặt, nhẹ da, chất kem thấm nhanh, không bết dính, mùi nhẹ nhàng dễ chịu thì da mình sáng hồng lên trông thấy.",5,1
"mình mới dùng thấy rất ok, lớp chống nắng mỏng nhẹ như k bôi j lên ấy, cx nâng tone nhưng k nhiều, mk dùng cả ngày k thấy bóng nhờn như 1 số sp chống nắng đã dùng. Nói chung rất hài lòng.",5,1
"Đang sale nên mình mua xài thử, chất kem lên tone nhẹ, nhanh thấm vào da, dùng khá ổn.",5,1
Hài lòng,5,1
Nhỏ và mắc so với nơi khác,1,0
tốt,5,1
giao hàng nhanh  sp tốt đóng gói ok,5,1
"Thích sản phẩm này, không làm da bị bí mà rất nhẹ nhàng, mịn và trắng da hơn bình thường, mùi thơm nhẹ với là hàng Nhật nên tin tưởng. Tiki giao hàng cũng rất nhanh, đặt hôm trước hôm sau đã nhận được ngay. cho ngay 5 sao ủng hộ",5,1
"Giao hàng nhanh, sản phẩm thì mình dùng quen rồi.",5,1
Sản phẩm đóng gói kĩ rất tốt,5,1
"mình da dầu mụn khá nặng nên ngại dùng các loại kem vì gây bít lcl và đổ dầu. Nhưng em này thật sự tuyệt, giảm đổ dầu, thông thoáng mỏng nhẹ, đều màu da nên nhìn có vẻ mịn màng và sáng hơn. Sẽ mua lại lần 2",5,1
sp tốt. ko nâng tông nhiều nhưng kem mịn thoáng. ko bị bí da. mình đã mua nhiều lần.cảm ơn tiki.,5,1
Ghi 50g mà giao 80g là sao. Giao đúng hộ tôi,5,1
